id,price,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,PREÇO POR ÁREA CONSTRUÍDA,CARO,MEDIA
3244500158,570000,20140908,3,1.75,2580,40392,1,0,0,3,9,1390,1190,1986,0,98072,47.7637,-122.134,2460,46173,220.9302326,abaixo,
226059161,575000,20141231,4,2.5,2280,27441,2,0,0,3,8,2280,0,1996,0,98072,47.7628,-122.123,2350,35020,252.1929825,acima,
8946400210,548000,20140603,3,2.5,2110,4099,2,0,0,3,8,2110,0,2001,0,98072,47.7508,-122.17,2110,4871,259.7156398,acima,
1774000720,425000,20140620,3,2.25,1790,10209,1,0,0,3,7,1290,500,1967,0,98072,47.7492,-122.086,1840,9900,237.4301676,abaixo,
2481630180,1140000,20140625,4,2.25,3310,127631,2,0,0,5,9,3310,0,1924,1956,98072,47.732,-122.134,3830,43959,344.4108761,acima,
622100074,720000,20141110,3,2.75,2440,76531,1,0,0,3,10,1640,800,1980,0,98072,47.7672,-122.161,1890,10042,295.0819672,acima,
2426059124,1045000,20141216,4,3.25,4160,47480,2,0,0,3,10,4160,0,1995,0,98072,47.7266,-122.115,3400,40428,251.2019231,acima,
4215250220,790000,20141209,3,2.5,3040,34670,2,0,0,4,10,3040,0,1983,0,98072,47.7565,-122.129,3480,35001,259.8684211,acima,
1331900410,869000,20140620,4,3,3740,30884,2,0,0,3,9,3060,680,1988,0,98072,47.7505,-122.117,3240,37031,232.3529412,abaixo,
3401700040,905000,20150401,3,2.5,3450,48787,2,0,0,3,10,3450,0,1987,0,98072,47.739,-122.129,2810,41040,262.3188406,acima,
8835350230,530000,20140825,3,2.5,2480,7480,2,0,0,3,9,2480,0,1992,0,98072,47.771,-122.166,2480,7480,213.7096774,abaixo,
1226059101,502000,20140701,3,2.25,1600,45613,2,0,0,4,8,1600,0,1983,0,98072,47.7523,-122.117,2320,43005,313.75,acima,
1152600220,831500,20140623,5,2.5,4470,35124,2.5,0,0,3,11,4470,0,1984,0,98072,47.7377,-122.084,4050,34118,186.0178971,abaixo,
9238450330,330000,20141110,3,1,1070,10563,1,0,0,3,7,1070,0,1969,0,98072,47.7687,-122.166,1840,9638,308.411215,acima,
1775920210,374000,20140530,3,1,1200,9800,1,0,0,4,7,1200,0,1971,0,98072,47.7412,-122.109,1220,10220,311.6666667,acima,
7214810150,428000,20141002,3,1.75,2120,9350,1,0,0,3,7,1280,840,1979,0,98072,47.7562,-122.145,2200,9000,201.8867925,abaixo,
3395350210,810000,20150324,5,3.25,2950,67475,1,0,0,3,8,2530,420,1981,2004,98072,47.7233,-122.117,2620,39820,274.5762712,acima,
1136100072,455000,20150213,4,1.75,1790,45738,1,0,0,3,8,1410,380,1976,0,98072,47.7453,-122.129,1870,47480,254.1899441,acima,
9238450150,368000,20140512,3,1,1280,9898,1,0,0,3,7,1280,0,1968,0,98072,47.7677,-122.163,1290,9625,287.5,acima,
8680500220,521900,20141203,3,2.5,2100,12338,2,0,0,3,9,2100,0,1997,0,98072,47.7412,-122.168,2320,6257,248.5238095,acima,
3876313040,468000,20140709,4,2.5,2100,8400,1,0,0,4,7,1240,860,1976,0,98072,47.735,-122.17,1980,8610,222.8571429,abaixo,
9238450210,326000,20140623,3,1,1030,9834,1,0,0,3,7,1030,0,1969,0,98072,47.7676,-122.164,1210,9875,316.5048544,acima,
9238510220,526500,20141028,3,2.5,1860,43170,2,0,0,3,8,1860,0,1986,0,98072,47.7712,-122.136,2270,40835,283.0645161,acima,
6979970150,420000,20141212,3,2.5,2390,3903,2,0,0,3,8,1970,420,2006,0,98072,47.7515,-122.174,2390,3431,175.7322176,abaixo,
1770000460,430000,20141203,3,2.25,1830,19965,1,0,0,3,8,1400,430,1976,0,98072,47.7412,-122.088,1830,17250,234.9726776,abaixo,
1529200480,534640,20140518,3,2.5,2130,3500,1,0,0,4,8,1210,920,1994,0,98072,47.736,-122.159,2030,3710,251.0046948,acima,
1310370020,690000,20140708,4,2.5,3220,35400,2,0,0,3,9,3220,0,1991,0,98072,47.7547,-122.114,3050,35252,214.2857143,abaixo,
1326059142,1395000,20141028,4,3,3520,128502,2,0,2,4,10,3520,0,1981,0,98072,47.7448,-122.117,3260,79714,396.3068182,acima,
7214810050,537000,20150416,4,2.25,2640,8800,1,0,0,3,8,1620,1020,1980,0,98072,47.7552,-122.148,2500,11700,203.4090909,abaixo,
226059120,615000,20150123,3,1.75,2110,56192,1,0,0,3,7,1480,630,1978,0,98072,47.7701,-122.138,2570,46609,291.4691943,acima,
126059005,547000,20150115,5,3,2200,103237,1,0,0,3,7,1160,1040,1971,0,98072,47.7726,-122.111,2300,103237,248.6363636,acima,
1326059182,1089000,20150406,5,3.25,5600,107157,2,0,0,3,10,3440,2160,1988,0,98072,47.7341,-122.102,3470,75794,194.4642857,abaixo,
1126059091,624000,20140915,3,2.5,2510,47044,1,0,0,4,7,1910,600,1975,0,98072,47.7531,-122.14,2510,42803,248.6055777,acima,
1774000170,419950,20150105,4,1.75,1870,16549,1,0,0,3,8,1870,0,1969,0,98072,47.7482,-122.083,1870,10804,224.5721925,abaixo,
9560800290,440000,20140814,3,2.5,2060,11231,2,0,0,3,8,2060,0,1987,0,98072,47.7571,-122.141,2140,10224,213.592233,abaixo,
2896400170,447000,20150316,3,2.5,1800,3074,2,0,0,3,7,1800,0,2003,0,98072,47.7631,-122.149,1610,2929,248.3333333,acima,
4045900020,650000,20150413,2,1.5,1440,136778,1,0,0,4,8,1140,300,1956,0,98072,47.7608,-122.118,1740,21600,451.3888889,acima,
1774000050,480500,20140507,4,2.5,2180,11200,1,0,0,4,8,2180,0,1968,0,98072,47.7476,-122.086,1790,11200,220.412844,abaixo,
1446300020,587000,20140531,4,2.5,2550,6256,2,0,0,3,9,2550,0,1992,0,98072,47.7742,-122.166,2460,8256,230.1960784,abaixo,
4450700010,375000,20140708,3,1.75,1660,9673,1,0,0,3,7,1130,530,1976,0,98072,47.7628,-122.162,1260,9681,225.9036145,abaixo,
9238430680,625000,20140521,4,2.5,2630,48706,2,0,0,3,8,2630,0,1986,0,98072,47.775,-122.125,2680,48706,237.6425856,abaixo,
7955030010,318000,20141010,3,1,1250,20040,1,0,0,3,7,1250,0,1970,0,98072,47.7514,-122.108,1640,19840,254.4,acima,
3876313260,415000,20150218,3,1.75,1790,15142,1,0,0,3,7,1360,430,1976,0,98072,47.7362,-122.172,1910,7500,231.8435754,abaixo,
9238430660,653000,20150326,3,2.25,2770,57745,2,0,0,3,8,2770,0,1985,0,98072,47.775,-122.124,2720,46765,235.7400722,abaixo,
1126059022,667400,20140722,4,2.5,2660,40312,2,0,0,4,8,2660,0,1977,0,98072,47.7532,-122.139,2650,45302,250.9022556,acima,
2738600080,495000,20140815,4,3,2740,2811,2,0,0,3,8,2240,500,2003,0,98072,47.7738,-122.158,2740,3596,180.6569343,abaixo,
6354000050,615000,20140908,3,2.25,2530,45234,2,0,0,4,9,2530,0,1985,0,98072,47.7221,-122.12,3110,35617,243.083004,abaixo,
1424130050,995000,20141216,5,4,5610,22529,2,0,0,3,11,4090,1520,1996,0,98072,47.7239,-122.092,3860,24751,177.3618538,abaixo,
3876312570,350500,20140811,3,2.25,1870,7200,1,0,0,3,7,1390,480,1975,0,98072,47.734,-122.174,1830,7876,187.4331551,abaixo,
9238450430,275000,20140624,3,1,990,9798,1,0,0,3,7,990,0,1968,0,98072,47.767,-122.164,1210,9870,277.7777778,acima,
1126059108,1200000,20150423,4,3.5,3930,43560,2,0,0,3,10,3930,0,2003,0,98072,47.7497,-122.121,2860,36460,305.3435115,acima,
7214800430,475000,20150305,3,3,2540,18900,1,0,0,3,7,1580,960,1978,0,98072,47.754,-122.144,2270,16000,187.007874,abaixo,
2481610050,905000,20141124,4,3,3370,47959,2,0,0,4,10,3370,0,1981,0,98072,47.733,-122.129,3370,38896,268.5459941,acima,
7214800190,490000,20150105,4,2.25,2110,16200,1,0,0,3,8,1630,480,1978,0,98072,47.752,-122.144,2370,16000,232.2274882,abaixo,
2481610170,965000,20140609,4,2.25,3160,34560,1,0,0,4,10,3160,0,1981,0,98072,47.7337,-122.132,3530,38045,305.3797468,acima,
326069164,840000,20150429,4,2.5,3450,43216,2,0,0,3,9,3450,0,2000,0,98072,47.7625,-122.025,3030,50481,243.4782609,abaixo,
3876313170,436000,20141209,3,2.25,1770,8000,1,0,0,4,7,1350,420,1976,0,98072,47.7358,-122.17,1850,7875,246.3276836,abaixo,
2738600220,451000,20140804,3,2.5,2050,4876,2,0,0,3,8,2050,0,2005,0,98072,47.7746,-122.158,2320,4065,220,abaixo,
126059019,799000,20150316,4,2.5,3170,94855,1,0,0,4,9,1910,1260,1978,0,98072,47.7648,-122.112,2590,65340,252.0504732,acima,
9238430300,550000,20141106,4,1.75,2550,39460,1,0,0,3,8,1890,660,1982,0,98072,47.7707,-122.123,2560,38638,215.6862745,abaixo,
1774000330,437000,20140707,3,1.75,2220,17568,1,0,0,4,8,2220,0,1967,0,98072,47.749,-122.083,2070,11745,196.8468468,abaixo,
2896400210,455000,20150508,4,2.5,1780,2992,2,0,0,3,7,1780,0,2003,0,98072,47.7633,-122.149,1610,2961,255.6179775,acima,
1428900033,576925,20141119,4,2.5,2630,6100,2,0,0,3,8,2630,0,2004,0,98072,47.7735,-122.167,2360,5765,219.3631179,abaixo,
8946400100,488000,20140804,3,2.5,1940,5660,2,0,0,3,8,1940,0,2001,0,98072,47.7511,-122.17,2110,4581,251.5463918,acima,
1775500371,712000,20150501,4,2.5,3140,32336,1.5,0,0,3,10,3140,0,1995,0,98072,47.7412,-122.087,2340,19965,226.7515924,abaixo,
3244500037,510000,20150406,3,2.5,2310,53578,1,0,0,4,8,1340,970,1981,0,98072,47.7677,-122.135,2660,49658,220.7792208,abaixo,
1775900220,300000,20140922,3,1.5,1320,15053,1,0,0,3,7,1320,0,1979,0,98072,47.7405,-122.095,1250,13368,227.2727273,abaixo,
3876313120,505000,20150501,3,1.75,1800,7210,1,0,0,3,7,1370,430,1976,0,98072,47.7346,-122.17,1820,8100,280.5555556,acima,
1126059201,1268890,20150504,5,3.25,4410,35192,2,0,2,3,12,3880,530,1990,0,98072,47.7522,-122.13,4410,59677,287.7301587,acima,
126059310,1000000,20141130,3,2.25,3040,52302,1,0,0,3,9,3040,0,2005,0,98072,47.7635,-122.112,2070,38600,328.9473684,acima,
2426059103,872000,20150422,4,2.25,2860,40284,2,0,0,3,10,2860,0,1983,0,98072,47.7308,-122.115,2670,92782,304.8951049,acima,
1136100062,585000,20140509,4,3.25,2400,29252,2,0,0,4,8,2400,0,1982,0,98072,47.743,-122.131,2280,45000,243.75,abaixo,
9144300120,374500,20150128,3,1,960,9531,1,0,0,5,7,960,0,1969,0,98072,47.7619,-122.162,1670,9250,390.1041667,acima,
3401700031,661000,20140822,2,1.5,1750,46173,2,0,0,4,8,1750,0,1964,0,98072,47.7397,-122.126,2220,42224,377.7142857,acima,
1628700107,383000,20140625,3,1.75,1500,13430,1,0,0,3,7,1500,0,1977,0,98072,47.7527,-122.082,1500,13430,255.3333333,acima,
3876800580,351000,20140902,4,1,1430,8400,1,0,0,3,6,730,700,1969,0,98072,47.7417,-122.172,1310,8240,245.4545455,abaixo,
1775800750,344000,20150310,3,1,1150,12402,1,0,0,4,6,1150,0,1969,0,98072,47.7422,-122.099,1400,13600,299.1304348,acima,
1424130220,991500,20150309,4,3,3820,26895,2,0,2,3,11,3820,0,1995,0,98072,47.7253,-122.092,3820,24751,259.5549738,acima,
1630700276,385000,20150105,2,1.5,1370,159865,1,0,0,3,7,1370,0,1960,0,98072,47.7592,-122.092,1370,16217,281.0218978,acima,
6979970080,525000,20140513,3,3.5,2876,5086,2,0,0,3,8,2360,516,2007,0,98072,47.7511,-122.173,2390,4419,182.5452017,abaixo,
2738640310,680000,20150409,4,2.5,3490,3677,2,0,0,3,9,2850,640,2007,0,98072,47.774,-122.162,3440,3600,194.8424069,abaixo,
9532000070,536000,20141201,4,2.5,2520,4831,2,0,0,3,8,2520,0,2009,0,98072,47.7711,-122.168,2430,3937,212.6984127,abaixo,
2738640040,644000,20150409,4,2.5,3310,4839,2,0,0,3,9,3310,0,2007,0,98072,47.773,-122.161,3240,5280,194.5619335,abaixo,
2738630040,613500,20150427,4,2.5,3020,6068,2,0,0,3,9,3020,0,2006,0,98072,47.773,-122.16,3240,5757,203.1456954,abaixo,
9532000010,515000,20150416,3,2.5,2000,3837,2,0,0,3,8,2000,0,2011,0,98072,47.7713,-122.167,2210,4075,257.5,acima,
9532000500,415000,20140801,3,2.5,1610,3600,2,0,0,3,8,1610,0,2010,0,98072,47.771,-122.169,2210,3600,257.7639752,acima,
2738640470,623300,20140716,4,3.5,4170,4524,2,0,0,3,9,3500,670,2007,0,98072,47.7726,-122.162,3510,5001,149.4724221,abaixo,
